Fecha,Estado,Sector, Crédito Real , Exportación Real 
01/01/2016,Jalisco , II. Sector industrial," $26,508.17 "," $16,239.97 "
01/04/2016,Jalisco , II. Sector industrial," $28,509.56 "," $17,820.89 "
01/07/2016,Jalisco , II. Sector industrial," $28,043.63 "," $19,637.21 "
01/10/2016,Jalisco , II. Sector industrial," $29,876.80 "," $19,105.14 "
01/01/2017,Jalisco , II. Sector industrial," $29,411.52 "," $20,996.26 "
01/04/2017,Jalisco , II. Sector industrial," $34,306.95 "," $19,974.20 "
01/07/2017,Jalisco , II. Sector industrial," $35,810.20 "," $17,143.46 "
01/10/2017,Jalisco , II. Sector industrial," $39,403.60 "," $19,310.57 "
01/01/2009,Jalisco , II. Sector industrial," $25,124.13 "," $6,482.79 "
01/04/2009,Jalisco , II. Sector industrial," $27,225.00 "," $7,000.69 "
01/01/2007,Jalisco , III. Sector servicios y otras actividades," $18,936.91 ", $29.13 
01/04/2007,Jalisco , III. Sector servicios y otras actividades," $20,236.13 ", $22.16 
01/07/2007,Jalisco , III. Sector servicios y otras actividades," $21,956.86 ", $18.61 
01/10/2007,Jalisco , III. Sector servicios y otras actividades," $23,946.87 ", $19.34 
01/01/2008,Jalisco , III. Sector servicios y otras actividades," $24,088.01 ", $27.62 
01/04/2008,Jalisco , III. Sector servicios y otras actividades," $26,961.44 ", $1.82 
01/07/2008,Jalisco , III. Sector servicios y otras actividades," $28,607.51 ", $26.85 
01/10/2008,Jalisco , III. Sector servicios y otras actividades," $27,204.89 ", $44.76 
01/01/2009,Jalisco , III. Sector servicios y otras actividades," $28,151.95 ", $6.51 
01/04/2009,Jalisco , III. Sector servicios y otras actividades," $27,616.11 ", $54.71 
01/07/2009,Jalisco , III. Sector servicios y otras actividades," $28,030.44 ", $42.59 
01/10/2009,Jalisco , III. Sector servicios y otras actividades," $28,721.85 ", $26.95 
01/01/2010,Jalisco , III. Sector servicios y otras actividades," $27,764.69 ", $-   
01/04/2010,Jalisco , III. Sector servicios y otras actividades," $29,261.86 ", $26.87 
01/07/2010,Jalisco , III. Sector servicios y otras actividades," $31,882.31 ", $24.80 
01/10/2010,Jalisco , III. Sector servicios y otras actividades," $31,406.37 ", $29.36 
01/01/2011,Jalisco , III. Sector servicios y otras actividades," $29,609.67 ", $1.56 
01/04/2011,Jalisco , III. Sector servicios y otras actividades," $30,060.64 ", $1.13 
01/07/2011,Jalisco , III. Sector servicios y otras actividades," $34,450.56 ", $35.63 
01/10/2011,Jalisco , III. Sector servicios y otras actividades," $34,374.94 ", $98.42 
01/01/2012,Jalisco , III. Sector servicios y otras actividades," $34,337.66 ", $1.95 
01/04/2012,Jalisco , III. Sector servicios y otras actividades," $35,124.79 ", $1.41 
01/07/2012,Jalisco , III. Sector servicios y otras actividades," $35,731.31 ", $1.67 
01/10/2012,Jalisco , III. Sector servicios y otras actividades," $36,819.96 ", $2.01 
01/01/2013,Jalisco , III. Sector servicios y otras actividades," $35,040.74 ", $2.59 
01/04/2013,Jalisco , III. Sector servicios y otras actividades," $36,374.27 ", $-   
01/07/2013,Jalisco , III. Sector servicios y otras actividades," $37,280.79 ", $2.02 
01/10/2013,Jalisco , III. Sector servicios y otras actividades," $40,303.60 ", $2.49 
01/01/2014,Jalisco , III. Sector servicios y otras actividades," $38,917.03 ", $3.13 
01/04/2014,Jalisco , III. Sector servicios y otras actividades," $40,617.76 ", $-   
01/07/2014,Jalisco , III. Sector servicios y otras actividades," $39,959.44 ", $3.16 
01/10/2014,Jalisco , III. Sector servicios y otras actividades," $42,003.37 ", $3.58 
01/01/2015,Jalisco , III. Sector servicios y otras actividades," $37,953.40 ", $94.17 
01/04/2015,Jalisco , III. Sector servicios y otras actividades," $41,809.36 ", $4.81 
01/07/2015,Jalisco , III. Sector servicios y otras actividades," $45,542.00 ", $4.36 
01/10/2015,Jalisco , III. Sector servicios y otras actividades," $45,768.52 ", $147.00 
01/01/2016,Jalisco , III. Sector servicios y otras actividades," $41,759.24 ", $4.88 
01/04/2016,Jalisco , III. Sector servicios y otras actividades," $42,096.93 ", $5.24 
01/07/2016,Jalisco , III. Sector servicios y otras actividades," $42,112.72 ", $4.88 
01/10/2016,Jalisco , III. Sector servicios y otras actividades," $43,009.40 ", $6.16 
01/01/2017,Jalisco , III. Sector servicios y otras actividades," $42,857.17 ", $5.80 
01/04/2017,Jalisco , III. Sector servicios y otras actividades," $43,861.22 ", $-   
01/07/2017,Jalisco , III. Sector servicios y otras actividades," $47,879.82 ", $4.86 
01/10/2017,Jalisco , III. Sector servicios y otras actividades," $51,651.02 ", $-   
01/01/2008,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $822.48 , $-   
01/07/2008,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $810.57 , $10.10 
01/01/2009,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $936.86 , $2.89 
01/04/2009,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $825.40 , $-   
01/07/2009,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $863.40 , $-   
01/10/2009,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $642.21 , $9.10 
01/01/2010,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $872.99 , $-   
01/01/2011,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,063.90 ", $14.56 
01/07/2011,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,164.97 ", $-   
01/01/2012,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,231.92 ", $-   
01/04/2012,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,251.90 ", $2.41 
01/07/2012,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,339.65 ", $7.23 
01/10/2012,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,394.51 ", $11.79 
01/01/2013,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,290.92 ", $4.29 
01/07/2013,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,350.83 ", $7.96 
01/01/2014,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,611.37 ", $9.08 
01/04/2014,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,745.93 ", $6.38 
01/01/2015,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,952.52 ", $-   
01/04/2015,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,057.58 ", $-   
01/07/2015,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,153.42 ", $-   
01/10/2015,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,461.62 ", $0.35 
01/01/2016,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,350.44 ", $1.12 
01/04/2016,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,347.15 ", $-   
01/10/2017,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $3,217.02 ", $11.01 
01/04/2010,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $882.16 , $6.97 
01/04/2011,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,004.47 ", $4.78 
01/07/2010,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,017.73 ", $-   
01/10/2011,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,440.64 ", $16.83 
01/04/2013,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,270.46 ", $13.71 
01/10/2013,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,845.00 ", $0.77 
01/07/2014,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,865.03 ", $-   
01/10/2014,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,970.42 ", $-   
01/07/2016,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,347.00 ", $-   
01/10/2016,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,742.18 ", $-   
01/04/2007,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $647.79 , $2.52 
01/07/2007,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $760.28 , $7.74 
01/04/2008,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $878.45 , $3.18 
01/10/2008,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $1,034.70 ", $1.85 
01/01/2017,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,393.40 ", $0.57 
01/04/2017,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,308.03 ", $9.40 
01/07/2017,Michoacán ," I. Sector agropecuario, silvícola y pesquero"," $2,840.02 ", $16.11 
01/10/2007,Michoacán ," I. Sector agropecuario, silvícola y pesquero", $882.57 , $0.17 
01/01/2007,Michoacán , II. Sector industrial," $1,461.25 "," $1,404.26 "
01/04/2007,Michoacán , II. Sector industrial," $2,774.73 ", $829.33 
01/07/2007,Michoacán , II. Sector industrial," $2,655.76 ", $655.38 
01/10/2007,Michoacán , II. Sector industrial," $2,811.59 "," $1,565.58 "
01/01/2008,Michoacán , II. Sector industrial," $2,407.73 "," $2,647.47 "
01/04/2008,Michoacán , II. Sector industrial," $2,668.73 "," $2,475.29 "
01/07/2008,Michoacán , II. Sector industrial," $2,861.10 "," $5,354.17 "
01/10/2008,Michoacán , II. Sector industrial," $2,950.86 "," $2,115.32 "
01/01/2009,Michoacán , II. Sector industrial," $2,830.42 "," $4,749.82 "
01/04/2009,Michoacán , II. Sector industrial," $3,026.25 "," $2,024.65 "
01/07/2009,Michoacán , II. Sector industrial," $2,982.42 "," $2,064.49 "
01/10/2009,Michoacán , II. Sector industrial," $3,012.06 "," $2,708.79 "
01/01/2010,Michoacán , II. Sector industrial," $2,936.14 "," $3,875.32 "
01/04/2010,Michoacán , II. Sector industrial," $2,978.99 "," $4,375.41 "
01/07/2010,Michoacán , II. Sector industrial," $2,997.69 "," $3,006.49 "
01/10/2010,Michoacán , II. Sector industrial," $3,140.00 "," $3,533.98 "
01/01/2011,Michoacán , II. Sector industrial," $3,063.89 "," $4,357.74 "
01/04/2011,Michoacán , II. Sector industrial," $3,129.17 "," $3,069.49 "
01/07/2011,Michoacán , II. Sector industrial," $3,079.07 "," $2,105.37 "
01/10/2011,Michoacán , II. Sector industrial," $3,084.79 "," $1,318.43 "
01/01/2012,Michoacán , II. Sector industrial," $2,988.68 "," $3,316.59 "
01/04/2012,Michoacán , II. Sector industrial," $4,812.36 "," $3,729.48 "
01/07/2012,Michoacán , II. Sector industrial," $5,544.75 "," $3,516.15 "
01/10/2012,Michoacán , II. Sector industrial," $6,459.63 "," $4,223.48 "
01/01/2013,Michoacán , II. Sector industrial," $5,915.97 "," $4,023.91 "
01/04/2013,Michoacán , II. Sector industrial," $6,335.93 "," $4,937.67 "
01/07/2013,Michoacán , II. Sector industrial," $6,645.94 "," $4,060.62 "
01/10/2013,Michoacán , II. Sector industrial," $8,241.80 "," $4,409.99 "
01/01/2014,Michoacán , II. Sector industrial," $7,514.25 "," $3,125.05 "
01/04/2014,Michoacán , II. Sector industrial," $6,568.22 "," $2,453.04 "
01/07/2014,Michoacán , II. Sector industrial," $3,689.11 "," $2,557.09 "
01/10/2014,Michoacán , II. Sector industrial," $4,430.50 "," $2,153.40 "
01/01/2015,Michoacán , II. Sector industrial," $4,896.58 "," $2,429.98 "
01/04/2015,Michoacán , II. Sector industrial," $4,558.05 "," $2,574.66 "
01/07/2015,Michoacán , II. Sector industrial," $4,499.09 "," $2,489.53 "
01/10/2015,Michoacán , II. Sector industrial," $4,447.09 "," $1,762.91 "
01/01/2016,Michoacán , II. Sector industrial," $4,342.04 "," $3,039.26 "
01/04/2016,Michoacán , II. Sector industrial," $4,753.87 "," $3,253.95 "
01/07/2016,Michoacán , II. Sector industrial," $4,584.70 "," $4,711.88 "
01/10/2016,Michoacán , II. Sector industrial," $4,911.45 "," $3,343.52 "
01/01/2017,Michoacán , II. Sector industrial," $4,811.62 "," $3,186.24 "
01/04/2017,Michoacán , II. Sector industrial," $5,241.77 "," $3,054.80 "
01/07/2017,Michoacán , II. Sector industrial," $5,872.85 "," $2,559.61 "
01/10/2017,Michoacán , II. Sector industrial," $6,109.17 "," $2,226.96 "
01/01/2007,Michoacán , III. Sector servicios y otras actividades," $3,232.13 ", $98.79 
01/04/2007,Michoacán , III. Sector servicios y otras actividades," $3,847.38 ", $165.82 
01/07/2007,Michoacán , III. Sector servicios y otras actividades," $4,383.30 ", $246.21 
01/10/2007,Michoacán , III. Sector servicios y otras actividades," $4,339.31 ", $101.01 
01/01/2008,Michoacán , III. Sector servicios y otras actividades," $4,079.25 ", $111.98 
01/04/2008,Michoacán , III. Sector servicios y otras actividades," $4,533.93 ", $818.89 
01/07/2008,Michoacán , III. Sector servicios y otras actividades," $4,988.29 ", $94.78 
01/10/2008,Michoacán , III. Sector servicios y otras actividades," $5,448.66 ", $951.86 
01/01/2009,Michoacán , III. Sector servicios y otras actividades," $5,386.03 ", $320.12 
01/04/2009,Michoacán , III. Sector servicios y otras actividades," $5,144.63 ", $408.19 
01/07/2009,Michoacán , III. Sector servicios y otras actividades," $5,156.24 ", $245.54 
01/10/2009,Michoacán , III. Sector servicios y otras actividades," $6,228.14 ", $307.73 
01/01/2010,Michoacán , III. Sector servicios y otras actividades," $5,130.93 ", $633.73 
01/04/2010,Michoacán , III. Sector servicios y otras actividades," $5,206.07 ", $458.55 
01/07/2010,Michoacán , III. Sector servicios y otras actividades," $5,003.26 ", $482.61 
01/10/2010,Michoacán , III. Sector servicios y otras actividades," $5,397.20 ", $281.74 
01/01/2011,Michoacán , III. Sector servicios y otras actividades," $5,313.18 ", $630.55 
01/04/2011,Michoacán , III. Sector servicios y otras actividades," $5,042.94 ", $342.50 
01/07/2011,Michoacán , III. Sector servicios y otras actividades," $4,898.76 ", $655.45 
01/10/2011,Michoacán , III. Sector servicios y otras actividades," $7,301.27 "," $2,437.36 "
01/01/2012,Michoacán , III. Sector servicios y otras actividades," $7,023.72 ", $527.09 
01/04/2012,Michoacán , III. Sector servicios y otras actividades," $6,248.50 ", $538.47 
01/07/2012,Michoacán , III. Sector servicios y otras actividades," $6,063.54 ", $636.71 
01/10/2012,Michoacán , III. Sector servicios y otras actividades," $6,892.24 ", $236.76 
01/01/2013,Michoacán , III. Sector servicios y otras actividades," $6,835.54 ", $273.44 
01/04/2013,Michoacán , III. Sector servicios y otras actividades," $7,440.79 ", $416.42 
01/07/2013,Michoacán , III. Sector servicios y otras actividades," $7,417.50 "," $1,020.98 "
01/10/2013,Michoacán , III. Sector servicios y otras actividades," $7,774.80 ", $272.98 
01/01/2014,Michoacán , III. Sector servicios y otras actividades," $7,298.09 ", $438.16 
01/04/2014,Michoacán , III. Sector servicios y otras actividades," $7,507.72 ", $815.73 
01/07/2014,Michoacán , III. Sector servicios y otras actividades," $10,822.71 "," $1,080.74 "
01/10/2014,Michoacán , III. Sector servicios y otras actividades," $11,683.58 "," $1,285.42 "
01/01/2015,Michoacán , III. Sector servicios y otras actividades," $11,114.21 ", $429.88 
01/04/2015,Michoacán , III. Sector servicios y otras actividades," $12,944.10 ", $678.14 
01/07/2015,Michoacán , III. Sector servicios y otras actividades," $14,173.98 "," $1,048.72 "
01/10/2015,Michoacán , III. Sector servicios y otras actividades," $13,769.28 ", $554.78 
01/01/2016,Michoacán , III. Sector servicios y otras actividades," $13,031.01 ", $305.83 
01/04/2016,Michoacán , III. Sector servicios y otras actividades," $13,885.82 ", $461.56 
01/07/2016,Michoacán , III. Sector servicios y otras actividades," $12,374.26 ", $423.77 
01/10/2016,Michoacán , III. Sector servicios y otras actividades," $13,277.99 ", $456.19 
01/01/2017,Michoacán , III. Sector servicios y otras actividades," $12,553.94 "," $2,526.51 "
01/04/2017,Michoacán , III. Sector servicios y otras actividades," $13,047.43 "," $2,524.31 "
01/07/2017,Michoacán , III. Sector servicios y otras actividades," $13,327.63 "," $2,148.67 "
01/10/2017,Michoacán , III. Sector servicios y otras actividades," $14,045.02 "," $2,006.57 "
01/07/2007,Morelos ," I. Sector agropecuario, silvícola y pesquero", $87.22 ," $6,890.90 "
01/01/2008,Morelos ," I. Sector agropecuario, silvícola y pesquero", $151.66 ," $5,444.53 "
01/01/2007,Morelos ," I. Sector agropecuario, silvícola y pesquero", $96.19 ," $5,834.52 "
01/04/2007,Morelos ," I. Sector agropecuario, silvícola y pesquero", $86.55 ," $5,440.58 "
01/10/2007,Morelos ," I. Sector agropecuario, silvícola y pesquero", $125.16 ," $5,943.16 "
01/04/2008,Morelos ," I. Sector agropecuario, silvícola y pesquero", $142.88 ," $5,613.06 "
01/07/2008,Morelos ," I. Sector agropecuario, silvícola y pesquero", $181.96 ," $5,378.02 "
01/10/2008,Morelos ," I. Sector agropecuario, silvícola y pesquero", $217.17 ," $5,615.28 "
01/01/2009,Morelos ," I. Sector agropecuario, silvícola y pesquero", $186.31 ," $3,765.07 "
01/04/2009,Morelos ," I. Sector agropecuario, silvícola y pesquero", $321.10 ," $3,955.17 "
01/07/2009,Morelos ," I. Sector agropecuario, silvícola y pesquero", $311.38 ," $4,798.05 "
01/10/2009,Morelos ," I. Sector agropecuario, silvícola y pesquero", $185.78 ," $5,991.36 "
01/01/2010,Morelos ," I. Sector agropecuario, silvícola y pesquero", $329.64 ," $5,651.62 "
01/04/2010,Morelos ," I. Sector agropecuario, silvícola y pesquero", $302.99 ," $5,497.45 "
01/07/2010,Morelos ," I. Sector agropecuario, silvícola y pesquero", $282.64 ," $6,016.71 "
01/10/2010,Morelos ," I. Sector agropecuario, silvícola y pesquero", $297.81 ," $6,508.93 "
01/01/2011,Morelos ," I. Sector agropecuario, silvícola y pesquero", $283.17 ," $7,563.37 "
01/04/2011,Morelos ," I. Sector agropecuario, silvícola y pesquero", $262.16 ," $7,768.19 "
01/07/2011,Morelos ," I. Sector agropecuario, silvícola y pesquero", $284.59 ," $7,901.27 "
01/10/2011,Morelos ," I. Sector agropecuario, silvícola y pesquero", $318.14 ," $10,529.86 "
01/01/2012,Morelos ," I. Sector agropecuario, silvícola y pesquero", $345.37 ," $11,688.14 "
01/04/2012,Morelos ," I. Sector agropecuario, silvícola y pesquero", $244.75 ," $11,466.41 "
01/07/2012,Morelos ," I. Sector agropecuario, silvícola y pesquero", $310.50 ," $11,971.63 "
01/10/2012,Morelos ," I. Sector agropecuario, silvícola y pesquero", $387.84 ," $12,305.37 "
01/01/2013,Morelos ," I. Sector agropecuario, silvícola y pesquero", $391.59 ," $11,373.42 "
01/04/2013,Morelos ," I. Sector agropecuario, silvícola y pesquero", $608.38 ," $10,684.15 "
01/07/2013,Morelos ," I. Sector agropecuario, silvícola y pesquero", $569.75 ," $12,144.56 "
01/10/2013,Morelos ," I. Sector agropecuario, silvícola y pesquero", $700.10 ," $12,334.59 "
01/01/2014,Morelos ," I. Sector agropecuario, silvícola y pesquero", $639.05 ," $9,743.27 "
01/04/2014,Morelos ," I. Sector agropecuario, silvícola y pesquero", $480.33 ," $9,998.20 "
01/07/2014,Morelos ," I. Sector agropecuario, silvícola y pesquero", $435.71 ," $10,923.92 "
01/10/2014,Morelos ," I. Sector agropecuario, silvícola y pesquero", $536.77 ," $10,430.16 "
01/01/2015,Morelos ," I. Sector agropecuario, silvícola y pesquero", $426.59 ," $9,925.27 "
01/04/2015,Morelos ," I. Sector agropecuario, silvícola y pesquero", $402.34 ," $9,976.83 "
01/07/2015,Morelos ," I. Sector agropecuario, silvícola y pesquero", $231.92 ," $10,565.43 "
01/10/2015,Morelos ," I. Sector agropecuario, silvícola y pesquero", $223.09 ," $10,560.62 "
01/01/2016,Morelos ," I. Sector agropecuario, silvícola y pesquero", $195.61 ," $13,697.14 "
01/04/2016,Morelos ," I. Sector agropecuario, silvícola y pesquero", $88.45 ," $12,624.85 "
01/07/2016,Morelos ," I. Sector agropecuario, silvícola y pesquero", $69.36 ," $12,336.85 "
01/10/2016,Morelos ," I. Sector agropecuario, silvícola y pesquero", $87.73 ," $13,120.98 "
01/01/2017,Morelos ," I. Sector agropecuario, silvícola y pesquero", $69.53 ," $13,646.85 "
01/04/2017,Morelos ," I. Sector agropecuario, silvícola y pesquero", $100.88 ," $11,239.60 "
01/07/2017,Morelos ," I. Sector agropecuario, silvícola y pesquero", $92.81 ," $9,465.31 "
01/10/2017,Morelos ," I. Sector agropecuario, silvícola y pesquero", $100.63 ," $10,783.47 "
01/01/2007,Morelos , II. Sector industrial," $1,187.18 ", $787.16 
01/04/2007,Morelos , II. Sector industrial," $1,077.90 ", $832.11 
01/07/2007,Morelos , II. Sector industrial," $1,753.58 ", $772.04 
01/10/2007,Morelos , II. Sector industrial," $1,917.40 ", $854.32 
01/01/2008,Morelos , II. Sector industrial," $2,110.21 ", $754.83 
01/04/2008,Morelos , II. Sector industrial," $2,036.08 ", $811.20 
01/07/2008,Morelos , II. Sector industrial," $2,034.14 "," $1,066.41 "
01/10/2008,Morelos , II. Sector industrial," $1,964.77 "," $1,225.31 "
01/01/2009,Morelos , II. Sector industrial," $1,807.77 "," $1,134.97 "
01/04/2009,Morelos , II. Sector industrial," $1,588.20 "," $1,081.15 "
01/07/2009,Morelos , II. Sector industrial," $2,213.94 "," $1,359.07 "
01/10/2009,Morelos , II. Sector industrial," $1,601.84 "," $1,724.20 "
01/01/2010,Morelos , II. Sector industrial," $1,325.74 "," $1,150.02 "
01/04/2010,Morelos , II. Sector industrial," $1,362.51 "," $1,221.01 "
01/07/2010,Morelos , II. Sector industrial," $1,326.67 "," $1,384.25 "
01/10/2010,Morelos , II. Sector industrial," $1,283.60 "," $1,421.24 "
01/01/2011,Morelos , II. Sector industrial," $1,531.78 "," $1,485.12 "
01/04/2011,Morelos , II. Sector industrial," $1,695.13 "," $1,300.34 "
01/07/2011,Morelos , II. Sector industrial," $1,806.03 "," $1,460.29 "
01/10/2011,Morelos , II. Sector industrial," $1,888.11 "," $1,597.59 "
01/01/2012,Morelos , II. Sector industrial," $1,804.80 "," $1,684.64 "
01/04/2012,Morelos , II. Sector industrial," $1,784.81 "," $1,553.70 "
01/07/2012,Morelos , II. Sector industrial," $1,992.83 "," $1,738.42 "
01/10/2012,Morelos , II. Sector industrial," $1,983.48 "," $1,424.21 "
01/01/2013,Morelos , II. Sector industrial," $2,026.16 "," $1,401.74 "
01/04/2013,Morelos , II. Sector industrial," $2,206.51 "," $1,528.46 "
01/07/2013,Morelos , II. Sector industrial," $2,278.51 "," $1,457.97 "
01/10/2013,Morelos , II. Sector industrial," $2,535.30 "," $1,391.17 "
01/01/2014,Morelos , II. Sector industrial," $2,323.67 "," $1,412.40 "
01/04/2014,Morelos , II. Sector industrial," $2,180.36 "," $1,354.04 "
01/07/2014,Morelos , II. Sector industrial," $2,378.92 "," $1,464.18 "
01/10/2014,Morelos , II. Sector industrial," $2,189.30 "," $1,499.73 "
01/01/2015,Morelos , II. Sector industrial," $2,129.78 "," $1,550.32 "
01/04/2015,Morelos , II. Sector industrial," $2,150.94 "," $1,660.73 "
01/07/2015,Morelos , II. Sector industrial," $2,487.34 "," $1,863.58 "
01/10/2015,Morelos , II. Sector industrial," $2,397.75 "," $1,875.03 "
01/01/2016,Morelos , II. Sector industrial," $2,351.71 "," $1,663.67 "
01/04/2016,Morelos , II. Sector industrial," $2,639.05 "," $2,074.74 "
01/07/2016,Morelos , II. Sector industrial," $2,639.65 "," $2,161.17 "
01/10/2016,Morelos , II. Sector industrial," $2,573.69 "," $2,238.77 "
01/01/2017,Morelos , II. Sector industrial," $2,388.24 "," $2,208.98 "
01/04/2017,Morelos , II. Sector industrial," $2,527.15 "," $2,191.43 "
01/07/2017,Morelos , II. Sector industrial," $2,544.86 "," $2,128.95 "
01/10/2017,Morelos , II. Sector industrial," $2,609.42 "," $2,517.94 "
01/01/2007,Morelos , III. Sector servicios y otras actividades," $1,283.37 ", $411.65 
01/04/2007,Morelos , III. Sector servicios y otras actividades," $1,422.77 ", $545.47 
01/07/2007,Morelos , III. Sector servicios y otras actividades," $2,327.69 ", $74.83 
01/10/2007,Morelos , III. Sector servicios y otras actividades," $2,336.75 ", $670.67 
01/01/2008,Morelos , III. Sector servicios y otras actividades," $2,239.00 ", $136.37 
01/04/2008,Morelos , III. Sector servicios y otras actividades," $2,435.39 ", $95.88 
01/07/2008,Morelos , III. Sector servicios y otras actividades," $2,960.10 ", $113.19 
01/10/2008,Morelos , III. Sector servicios y otras actividades," $3,036.17 ", $52.86 
01/01/2009,Morelos , III. Sector servicios y otras actividades," $2,939.91 ", $193.68 
01/04/2009,Morelos , III. Sector servicios y otras actividades," $3,148.15 ", $195.16 
01/07/2009,Morelos , III. Sector servicios y otras actividades," $3,159.59 ", $231.79 
01/10/2009,Morelos , III. Sector servicios y otras actividades," $3,147.45 ", $217.69 
01/01/2010,Morelos , III. Sector servicios y otras actividades," $3,103.20 ", $228.36 
01/04/2010,Morelos , III. Sector servicios y otras actividades," $3,190.60 ", $198.33 
01/07/2010,Morelos , III. Sector servicios y otras actividades," $3,320.67 ", $200.80 
01/10/2010,Morelos , III. Sector servicios y otras actividades," $3,378.87 ", $196.64 
01/01/2011,Morelos , III. Sector servicios y otras actividades," $3,084.78 ", $416.81 
01/04/2011,Morelos , III. Sector servicios y otras actividades," $3,153.39 ", $364.80 
01/07/2011,Morelos , III. Sector servicios y otras actividades," $3,245.34 ", $361.71 
01/10/2011,Morelos , III. Sector servicios y otras actividades," $3,028.05 ", $473.10 
01/01/2012,Morelos , III. Sector servicios y otras actividades," $2,870.41 ", $328.51 
01/04/2012,Morelos , III. Sector servicios y otras actividades," $2,934.31 ", $355.86 
01/07/2012,Morelos , III. Sector servicios y otras actividades," $3,007.46 ", $330.71 
01/10/2012,Morelos , III. Sector servicios y otras actividades," $2,880.40 ", $310.59 
01/01/2013,Morelos , III. Sector servicios y otras actividades," $3,010.23 ", $224.54 
01/04/2013,Morelos , III. Sector servicios y otras actividades," $3,142.27 ", $233.72 
01/07/2013,Morelos , III. Sector servicios y otras actividades," $3,075.52 ", $309.47 
01/10/2013,Morelos , III. Sector servicios y otras actividades," $3,018.10 ", $348.67 
01/01/2014,Morelos , III. Sector servicios y otras actividades," $2,895.06 ", $182.93 
01/04/2014,Morelos , III. Sector servicios y otras actividades," $3,208.67 ", $234.17 
01/07/2014,Morelos , III. Sector servicios y otras actividades," $3,217.24 ", $389.74 
01/10/2014,Morelos , III. Sector servicios y otras actividades," $3,109.93 ", $388.85 
01/01/2015,Morelos , III. Sector servicios y otras actividades," $2,924.42 ", $356.14 
01/04/2015,Morelos , III. Sector servicios y otras actividades," $3,195.32 ", $369.42 
01/07/2015,Morelos , III. Sector servicios y otras actividades," $3,213.61 ", $483.87 
01/10/2015,Morelos , III. Sector servicios y otras actividades," $2,713.48 ", $484.93 
01/01/2016,Morelos , III. Sector servicios y otras actividades," $2,576.81 ", $416.27 
01/04/2016,Morelos , III. Sector servicios y otras actividades," $2,644.97 ", $491.82 
01/07/2016,Morelos , III. Sector servicios y otras actividades," $2,789.66 ", $502.89 
01/10/2016,Morelos , III. Sector servicios y otras actividades," $2,981.38 ", $490.31 
01/01/2017,Morelos , III. Sector servicios y otras actividades," $2,666.79 ", $462.86 
01/04/2017,Morelos , III. Sector servicios y otras actividades," $3,364.11 ", $415.29 
01/07/2017,Morelos , III. Sector servicios y otras actividades," $3,221.35 ", $361.92 
01/10/2017,Morelos , III. Sector servicios y otras actividades," $3,233.71 ", $300.46 
01/01/2017,Nayarit ," I. Sector agropecuario, silvícola y pesquero", $399.55 , $257.30 
01/04/2017,Nayarit ," I. Sector agropecuario, silvícola y pesquero", $425.96 , $235.18 
01/07/2017,Nayarit ," I. Sector agropecuario, silvícola y pesquero", $408.43 , $222.28 
01/10/2017,Nayarit ," I. Sector agropecuario, silvícola y pesquero", $314.46 , $236.06 
